query,intent
Do I need to arrive early for a facial? Ref GEN-02514,general_query
Please cancel my booking for Friday at 11:00 AM. Ref CAN-01846,cancellation
I need an appointment for massage on June 4 at 5:00 PM. Ref BOO-01754,booking
Can I move my appointment on January 12 to September 21? Ref RES-00674,reschedule
I need to cancel my hair styling appointment on January 3. Ref CAN-01633,cancellation
Are there package discounts for multiple consultation sessions? Ref PRI-01378,pricing
Is there a surcharge in Parramatta and what's the total usually? #pri-1318,pricing
I need to cancel my massage appointment on March 18. Ref CAN-00109,cancellation
Can I get pricing for relaxation massage at home in Newcastle?,pricing
I need an appointment for massage on December 14 at 5:00 PM. Ref BOO-00251,booking
What should I bring for my first facial? Ref GEN-03117,general_query
Any extra fee for mobile beauty in Brisbane City? #pri-1303,pricing
Can I cancel without penalty if therapist is late? #can-893,general_query
Kindly cancel my reservation for April 7 at 5:00 PM. Ref CAN-01766,cancellation
What should I bring for my first massage? Ref GEN-01497,general_query
Can we move my facial appointment to tonight at Perth CBD?,reschedule
physio session appt in Brisbane City Friday night - delete pls.,cancellation
I need to cancel my consultation appointment on July 25. Ref CAN-02122,cancellation
Can you cancel my scheduled hair styling at the west end studio? Ref CAN-00753,cancellation
Where is your city center location located exactly? Ref GEN-04215,general_query
Any extra #pri-1769,pricing
Please stop booking ID 8338.,cancellation
What are your operating hours on Wednesday? Ref GEN-02090,general_query
What are your operating hours on Friday? Ref GEN-02449,general_query
What is the price for massage at the city center location? Ref PRI-00053,pricing
Could you reschedule my reservation at the west end studio to 1:00 PM? Ref RES-03490,reschedule
What should I bring for my first facial? Ref GEN-00682,general_query
I need to organize end of lease cleaning on 18 May at lunchtime near Bondi.,booking
"remedial massage booking for 28 June, tomorrow evening, Brisbane City.",booking
I need to remove the session on 22 May at lunchtime.,cancellation
Kindly cancel my reservation for April 1 at 1:00 PM. Ref CAN-01328,cancellation
Can you cancel my scheduled massage at the west end studio? Ref CAN-00475,cancellation
Reschedule my existing booking to 18 May next Monday in Adelaide CBD.,reschedule
Please cancel booking ID 7275.,cancellation
price? remedial massage #pri-2702,pricing
What are your operating hours on Monday? Ref GEN-01390,general_query
What is the price for hair styling at the north side office? Ref PRI-00672,pricing
Can you share your pricing for a massage on December 27? Ref PRI-00065,pricing
Can you share your pricing for a therapy session on June 22? Ref PRI-01223,pricing
Where is your north side office located exactly? Ref GEN-02030,general_query
How much does a 2 hours consultation cost? Ref PRI-00835,pricing
"I might book later, just need a quote for carpet cleaning first. #pri-1723",pricing
massage appt in Bondi asap - remove pls.,cancellation
Please help me reschedule my booking to 3:30 PM instead of 8:00 AM. Ref RES-03829,reschedule
Do I need to arrive early for a hair styling? Ref GEN-01001,general_query
What should I bring for my first hair styling? Ref GEN-04000,general_query
Do I need to arrive early for a nail appointment? Ref GEN-02268,general_query
I want to change my massage appointment to next Sunday. Ref RES-03961,reschedule
Need this cancelled immediately: relaxation massage 9 July asap.,cancellation
price? end of lease cleaning #pri-725,pricing
What are your operating hours on Tuesday? Ref GEN-02101,general_query
Can you schedule me for end of lease cleaning asap? I'm in Adelaide CBD. Ref #10965.,booking
"Tomorrow evening booking for relaxation massage at Geelong, can this be done?",booking
Need a therapist at home in Parramatta for chiropractic session around 6pm. Ref #11276.,booking
I have to cancel my appointment due to a conflict this Sunday. Ref CAN-00469,cancellation
Are there package discounts for multiple massage sessions? Ref PRI-00232,pricing
"I want to reschedule instead of cancel, but if not possible call off it. #can-3011",reschedule
Please delete booking ID 9022.,cancellation
Please help me reschedule my booking to 11:00 AM instead of 6:30 PM. Ref RES-00251,reschedule
Could you reschedule my reservation at the city center location to 1:00 PM? Ref RES-00159,reschedule
Do you charge extra for weekend therapy session bookings? Ref PRI-01348,pricing
Can I move my appointment on July 6 to March 19? Ref RES-01198,reschedule
Do I need to arrive early for a massage? Ref GEN-00431,general_query
What should I bring for my first hair styling? Ref GEN-03540,general_query
Can I move my appointment on May 17 to September 21? Ref RES-00926,reschedule
"Cancel booking for tonight, can't make it. #can-2567",cancellation
What should I bring for my first hair styling? Ref GEN-02420,general_query
Please remove booking ID 9223.,cancellation
I need an appointment for facial on December 9 at 9:30 AM. Ref BOO-01184,booking
"Tomorrow evening booking for remedial massage at Gold Coast, can this be done?",booking
Do I need to arrive early for a massage? Ref GEN-03390,general_query
Can you cancel my scheduled facial at the west end studio? Ref CAN-01945,cancellation
I need to cancel my nail appointment appointment on March 23. Ref CAN-00715,cancellation
Please cancel booking ID 8309.,cancellation
What are your rates for cleaning on weekends? Ref inquiry 9528.,pricing
I want to change my consultation appointment to next Monday. Ref RES-02513,reschedule
I want to book a nail appointment on Friday at 6:30 PM. Ref BOO-01222,booking
Do you charge extra for weekend massage bookings? Ref PRI-00429,pricing
Could you reschedule my reservation at the city center location to 3:30 PM? Ref RES-03569,reschedule
Take me off the facial slot on 15 July tomorrow morning.,cancellation
Where is your north side office located exactly? Ref GEN-01805,general_query
How much does a 2 hours hair styling cost? Ref PRI-00590,pricing
Need a therapist at home in Gold Coast for pedicure asap.,booking
ok proceed,booking
I want to book a nail appointment on Saturday at 1:00 PM. Ref BOO-01989,booking
I want to change my therapy session appointment to next Wednesday. Ref RES-02823,reschedule
Could you reschedule my reservation at the west end studio to 9:30 AM? Ref RES-00386,reschedule
"I want to reschedule instead of cancel, but if not possible void it. #can-3132",reschedule
"yo, call off my facial appointment for next Monday in Brisbane City.",cancellation
book it for the chiropractic session slot after work in Newcastle.,booking
cleaning appt in Bondi around 6pm - call off pls.,cancellation
please proceed #can-115,cancellation
Is there a surcharge in Bondi and what's the total usually ?? #pri-2533,pricing
I need to cancel my nail appointment appointment on July 21. Ref CAN-02163,cancellation
Can you cancel my scheduled facial at the downtown branch? Ref CAN-02568,cancellation
Could you reschedule my reservation at the city center location to 11:00 AM? Ref RES-01211,reschedule
What should I bring for my first hair styling? Ref GEN-02764,general_query
"Tomorrow evening booking for deep tissue massage at Wollongong, can this be done?",booking
Can you set up me for deep tissue massage next Tuesday afternoon ?? I'm in Adelaide CBD. Ref #11476.,booking
Could you reschedule my reservation at the north side office to 3:30 PM? Ref RES-01862,reschedule
I want to book a hair styling on Tuesday at 9:30 AM. Ref BOO-00470,booking
Do you have parking available at the west end studio? Ref GEN-03964,general_query
Kindly cancel my reservation for October 19 at 6:30 PM. Ref CAN-00112,cancellation
Can you cancel my scheduled nail appointment at the west end studio? Ref CAN-01216,cancellation
Can I get pricing for manicure at home in Adelaide CBD?,pricing
cancel policy? #can-2245,general_query
"hey, schedule a massage for before 9am in Richmond?",booking
Is there a surcharge in Gold Coast and what's the total usually? Ref inquiry 12175.,pricing
rough cost for a carpet cleaning in Adelaide CBD?,pricing
Reschedule my existing booking to 14 June lunchtime in Adelaide CBD.,reschedule
Help me reserve a slot for a massage next Tuesday morning. Ref BOO-01080,booking
Can you cancel my scheduled consultation at the north side office? Ref CAN-02360,cancellation
Could you reschedule my reservation at the north side office to 11:00 AM? Ref RES-01377,reschedule
Help me reserve a slot for a hair styling next Sunday morning. Ref BOO-00786,booking
Do you have parking available at the north side office? Ref GEN-01847,general_query
Where is your city center location located exactly? Ref GEN-00393,general_query
How much does a 30 minutes facial cost? Ref PRI-01595,pricing
Is there a surcharge in Fremantle and what's the total usually ?? Ref inquiry 9095.,pricing
What are your operating hours on Tuesday? Ref GEN-01591,general_query
I want to book a massage on Saturday at 6:30 PM. Ref BOO-00382,booking
I want to change my nail appointment appointment to next Thursday. Ref RES-00357,reschedule
price? massage Ref inquiry 9287.,pricing
Could you reschedule my reservation at the city center location to 1:00 PM? Ref RES-03705,reschedule
I need to reschedule my therapy session from Friday to Thursday. Ref RES-00526,reschedule
Please cancel my booking for Sunday at 1:00 PM. Ref CAN-01419,cancellation
What is the price for therapy session at the downtown branch? Ref PRI-00912,pricing
Do I need to arrive early for a nail appointment? Ref GEN-01484,general_query
What are your operating hours on Tuesday? Ref GEN-01036,general_query
Please help me reschedule my booking to 11:00 AM instead of 9:30 AM. Ref RES-01766,reschedule
Do I need to arrive early for a therapy session? Ref GEN-03871,general_query
"Tomorrow evening booking for physio session at Perth CBD, can this be done? #boo-402",booking
Can we move my relaxation massage appointment to around 7:30pm at Glenelg?,reschedule
