Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST00165,10,219.68,Hair Coloring,Check-in was quick and smooth. The team made me feel genuinely welcome. Pricing was standard compared to similar places. The final result looked polished and professional. The facility was spotless and comfortable. The therapist explained each step clearly. Visit reference 0165.,2026-02-09
CUST00166,3,67.76,Haircut,The final bill felt overpriced. The delay was excessive and poorly communicated. I am very unhappy with this appointment. Visit reference 0166.,2025-05-30
CUST00167,16,225.97,Hair Coloring,Pricing was standard compared to similar places. Hygiene standards appeared excellent. Great attention to detail throughout the session. I had a fantastic experience today. Visit reference 0167.,2026-01-19
CUST00168,10,124.77,Makeup,The schedule slipped by about fifteen minutes. The environment was mostly tidy. The staff were attentive and professional. Pricing was standard compared to similar places. A pleasant experience with minor issues. The final result looked polished and professional. Visit reference 0168.,2025-12-03
CUST00169,8,137.30,Massage,"I waited a little longer than expected. Service quality was acceptable but not outstanding. Staff behavior was polite but somewhat rushed. Service quality was acceptable. The space looked reasonably maintained. The price was acceptable, though not a bargain. Visit reference 0169.",2025-09-13
CUST00170,10,115.06,Nail Care,,2025-12-04
CUST00171,9,117.35,Nail Care,I noticed avoidable mistakes in the service. The environment did not feel as clean as expected. Pricing was standard compared to similar places. The team was professional but distant. The waiting time was too long. Visit reference 0171.,2025-04-20
CUST00172,15,209.49,Makeup,Hygiene standards appeared excellent. One of the best appointments I have had. Pricing felt fair for the quality provided. The service quality was excellent. Visit reference 0172.,2025-11-07
CUST00173,0,78.36,Haircut,The pricing felt high for what I received. I waited a little longer than expected. The interaction felt rushed and impersonal. Visit reference 0173.,2025-07-19
CUST00174,16,255.64,Makeup,Cost was in line with what I expected. The schedule slipped by about fifteen minutes. The space looked reasonably maintained. The outcome was decent with room for improvement. My stylist listened carefully to my preferences. Visit reference 0174.,2026-03-31
CUST00175,0,48.69,Massage,Service quality was acceptable but not outstanding. I waited a little longer than expected. The overall experience felt frustrating. The team was professional but distant. The space looked reasonably maintained. I do not think the service justified the cost. Visit reference 0175.,2025-05-25
CUST00176,7,175.99,Massage,A pleasant experience with minor issues. Great attention to detail throughout the session. The therapist explained each step clearly. Hygiene standards appeared excellent. Pricing was standard compared to similar places. Visit reference 0176.,2026-01-05
CUST00177,3,55.89,Facial,,2025-09-29
CUST00178,3,94.62,Haircut,I had trouble getting clear answers from the team. I am very unhappy with this appointment. The pricing felt high for what I received. Some areas did not look properly maintained. Visit reference 0178.,2025-04-24
CUST00179,13,203.87,Hair Coloring,Hygiene standards appeared excellent. Great attention to detail throughout the session. I waited a little longer than expected. The therapist explained each step clearly. Everything exceeded my expectations. Pricing felt fair for the quality provided. Visit reference 0179.,2026-01-30
CUST00180,9,146.25,Hair Coloring,The treatment rooms were very clean. The service quality was excellent. Everyone was courteous and patient. The cost matched the overall experience. I waited a little longer than expected. Visit reference 0180.,2025-11-07
CUST00181,5,163.05,Spa,The therapist explained each step clearly. I waited a little longer than expected. Pricing was standard compared to similar places. A pleasant experience with minor issues. Visit reference 0181.,2026-03-06
CUST00182,30,,Spa,The final result looked polished and professional. The team made me feel genuinely welcome. I was seated almost immediately. Hygiene standards appeared excellent. Visit reference 0182.,2026-04-14
CUST00183,3,116.78,Nail Care,"Waiting time was minimal. Overall, a good visit. Service quality was acceptable but not outstanding. The staff handled requests adequately. The facility was spotless and comfortable. Visit reference 0183.",2025-12-30
CUST00184,23,218.60,Hair Coloring,The schedule slipped by about fifteen minutes. The result was fine for a routine visit. Everyone was courteous and patient. The service was solid and dependable. Pricing felt fair for the quality provided. Visit reference 0184.,2026-01-01
CUST00185,27,224.71,,The space looked reasonably maintained. I waited far beyond my appointment time. The quality of work was inconsistent. The interaction felt rushed and impersonal. There were noticeable issues during the service. The pricing felt high for what I received. Visit reference 0185.,2025-07-28
CUST00186,6,92.70,Facial,The space looked reasonably maintained. The schedule slipped by about fifteen minutes. The result was fine for a routine visit. Pricing was standard compared to similar places. The experience met basic expectations. Staff behavior was polite but somewhat rushed. Visit reference 0186.,2025-08-01
CUST00187,0,27.65,Nail Care,I waited far beyond my appointment time. The final result did not match what I requested. The environment did not feel as clean as expected. The final bill felt overpriced. The staff seemed distracted and uncoordinated. This was my worst experience at a salon. Visit reference 0187.,2025-05-23
CUST00188,6,159.46,Spa,I found the value for money reasonable. A pleasant experience with minor issues. The service quality was excellent. Staff behavior was polite but somewhat rushed. I was seated almost immediately. Visit reference 0188.,2025-12-14
CUST00189,19,228.05,Nail Care,The facility was spotless and comfortable. Great attention to detail throughout the session. My stylist listened carefully to my preferences. Check-in was quick and smooth. Visit reference 0189.,2026-02-24
CUST00190,4,70.64,Massage,The experience met basic expectations. The staff handled requests adequately. Cleanliness was acceptable overall. The outcome was decent with room for improvement. Cost was in line with what I expected. Visit reference 0190.,2025-08-13
CUST00191,8,141.41,Hair Coloring,One of the best appointments I have had. My stylist listened carefully to my preferences. The facility was spotless and comfortable. I waited a little longer than expected. The service quality was excellent. Pricing felt fair for the quality provided. Visit reference 0191.,2026-02-06
CUST00192,2,66.98,Haircut,"It was an okay appointment. I waited a little longer than expected. Service quality was acceptable but not outstanding. The space looked reasonably maintained. The price was acceptable, though not a bargain. The staff handled requests adequately. Visit reference 0192.",2025-08-13
CUST00193,10,223.84,Massage,I do not think the service justified the cost. The delay was excessive and poorly communicated. The staff seemed distracted and uncoordinated. This was my worst experience at a salon. The environment did not feel as clean as expected. Visit reference 0193.,2025-05-29
